breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d

cd14_primary_cells	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd14_primary_cells	10	-0.105138	-0.105105	-0.092841	-0.099929	-0.144436	-0.233013	-0.11375	-0.126288	-0.111898	-0.11292	-0.115597	-0.125211	-0.107256	-0.096163	-0.102235	-0.113627	-0.112176	-0.125827	-0.177153	-0.176159	-0.189791	-0.194797	-0.188385	-0.158803	-0.19619	-0.202473	-0.171104	-0.174797	-0.166853
cd14_primary_cells	20	-0.126535	-0.07005	-0.184562	-0.179628	-0.201063	-0.26815	-0.192143	-0.149049	-0.191334	-0.21661	-0.203434	-0.177286	-0.148441	-0.171004	-0.170465	-0.13612	-0.197087	-0.195229	-0.19803	-0.197041	-0.216215	-0.201185	-0.208037	-0.223573	-0.211718	-0.208725	-0.265203	-0.242475	-0.170807
cd14_primary_cells	30	-0.09713	-0.08801	-0.209866	-0.22986	-0.20305	-0.262022	-0.20788	-0.211546	-0.186749	-0.200839	-0.197989	-0.180677	-0.17261	-0.180573	-0.159315	-0.196218	-0.203299	-0.209645	-0.199953	-0.198945	-0.197565	-0.221372	-0.207907	-0.216759	-0.18826	-0.20716	-0.271286	-0.283582	-0.190829
cd14_primary_cells	40	-0.10342	-0.088103	-0.223169	-0.190481	-0.203737	-0.254387	-0.213565	-0.221893	-0.201379	-0.220308	-0.206991	-0.205324	-0.2061	-0.167174	-0.181427	-0.202691	-0.199303	-0.190942	-0.19716	-0.205114	-0.211542	-0.216099	-0.215951	-0.214674	-0.183126	-0.193495	-0.291444	-0.291644	-0.256321
cd14_primary_cells	50	-0.102371	-0.139132	-0.205308	-0.204121	-0.213669	-0.254944	-0.192626	-0.186869	-0.202361	-0.201724	-0.217746	-0.192457	-0.199503	-0.197817	-0.190469	-0.175805	-0.190134	-0.183676	-0.184265	-0.186275	-0.20514	-0.200099	-0.200084	-0.210818	-0.18287	-0.196935	-0.287222	-0.295638	-0.239207
cd14_primary_cells	60	-0.222644	-0.159705	-0.208783	-0.218144	-0.209192	-0.255822	-0.226816	-0.204263	-0.203959	-0.204822	-0.207232	-0.213636	-0.202253	-0.179827	-0.164645	-0.117204	-0.200045	-0.196189	-0.191509	-0.174749	-0.19537	-0.197038	-0.217706	-0.203154	-0.185076	-0.198665	-0.299103	-0.288982	-0.267056
cd14_primary_cells	70	-0.23975	-0.133886	-0.210059	-0.211541	-0.2069	-0.243493	-0.203588	-0.215759	-0.199008	-0.209774	-0.212607	-0.196082	-0.196657	-0.18502	-0.183168	-0.163621	-0.1782	-0.184054	-0.165934	-0.169928	-0.202761	-0.192092	-0.180286	-0.207426	-0.192912	-0.194765	-0.279228	-0.288541	-0.263539
cd14_primary_cells	80	-0.195908	-0.15206	-0.201984	-0.213114	-0.212878	-0.257405	-0.210072	-0.199982	-0.199679	-0.19846	-0.202681	-0.185206	-0.199367	-0.189096	-0.184922	-0.182117	-0.177027	-0.184093	-0.181254	-0.182443	-0.204747	-0.190729	-0.185158	-0.193845	-0.180042	-0.188549	-0.269766	-0.277208	-0.280331
cd14_primary_cells	90	-0.217592	-0.155936	-0.191878	-0.210833	-0.205353	-0.248885	-0.204035	-0.194407	-0.190733	-0.180115	-0.204061	-0.193891	-0.171838	-0.183576	-0.15597	-0.182476	-0.182594	-0.178705	-0.164048	-0.17138	-0.201218	-0.183455	-0.185488	-0.186053	-0.179002	-0.18329	-0.274064	-0.276617	-0.229581
cd14_primary_cells	100	-0.219425	-0.145986	-0.193753	-0.218671	-0.200116	-0.225351	-0.202206	-0.202094	-0.185164	-0.189583	-0.184037	-0.19938	-0.175054	-0.161025	-0.180312	-0.173421	-0.17494	-0.174068	-0.168078	-0.161948	-0.195066	-0.196766	-0.17571	-0.18974	-0.182197	-0.182188	-0.269246	-0.260915	-0.281126

cd19	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd19	10	-0.108826	-0.155141	-0.214487	-0.226104	-0.20381	-0.218192	-0.216684	-0.215773	-0.217194	-0.211966	-0.215789	-0.217301	-0.207559	-0.205088	-0.214171	-0.202439	-0.208757	-0.202314	-0.203464	-0.200161	-0.209109	-0.204893	-0.214955	-0.186694	-0.20399	-0.20982	-0.221564	-0.229786	-0.214306
cd19	20	-0.151712	-0.160161	-0.243344	-0.244891	-0.239069	-0.252806	-0.237422	-0.24205	-0.238433	-0.240042	-0.236791	-0.238071	-0.24168	-0.232772	-0.243231	-0.240262	-0.238985	-0.223416	-0.222892	-0.234462	-0.23143	-0.233673	-0.240171	-0.230769	-0.237703	-0.222469	-0.268827	-0.271289	-0.259348
cd19	30	-0.19539	-0.161505	-0.246065	-0.25667	-0.248847	-0.24955	-0.242247	-0.243824	-0.248423	-0.240214	-0.249368	-0.241347	-0.22650700000000001	-0.239406	-0.251641	-0.246889	-0.243921	-0.183649	-0.211283	-0.213944	-0.24407	-0.240677	-0.241758	-0.227877	-0.225912	-0.222248	-0.282915	-0.284661	-0.289819
cd19	40	-0.216662	-0.178555	-0.251743	-0.25396	-0.250584	-0.257837	-0.238894	-0.252083	-0.230619	-0.234105	-0.230739	-0.246212	-0.23148	-0.243907	-0.229809	-0.238119	-0.2194	-0.22102	-0.19095	-0.212628	-0.236708	-0.21764	-0.228639	-0.215266	-0.219791	-0.219074	-0.294854	-0.303635	-0.294396
cd19	50	-0.232975	-0.160921	-0.249962	-0.251338	-0.238775	-0.236196	-0.238278	-0.235885	-0.232769	-0.229281	-0.236495	-0.244306	-0.239252	-0.239854	-0.234135	-0.215618	-0.239859	-0.20946	-0.193678	-0.187073	-0.245151	-0.20977	-0.204377	-0.232432	-0.208218	-0.218246	-0.292557	-0.269524	-0.281672
cd19	60	-0.233976	-0.192239	-0.230646	-0.245364	-0.239525	-0.24667	-0.231344	-0.223234	-0.233302	-0.237965	-0.235169	-0.235946	-0.237655	-0.225454	-0.20711	-0.22381	-0.234053	-0.214076	-0.214926	-0.19888	-0.240747	-0.222425	-0.200454	-0.218776	-0.213122	-0.21245	-0.290371	-0.293717	-0.28275
cd19	70	-0.239371	-0.177151	-0.234649	-0.235281	-0.238652	-0.24218	-0.209642	-0.231731	-0.234862	-0.222169	-0.229891	-0.234919	-0.221023	-0.231991	-0.225224	-0.225949	-0.210635	-0.199218	-0.204539	-0.198317	-0.23505	-0.221929	-0.208088	-0.225034	-0.201802	-0.209132	-0.293373	-0.285097	-0.294731
cd19	80	-0.239243	-0.183828	-0.232338	-0.236308	-0.230654	-0.266407	-0.222049	-0.234761	-0.236912	-0.210336	-0.222013	-0.238396	-0.20627	-0.212875	-0.201509	-0.220601	-0.195644	-0.182175	-0.206598	-0.191736	-0.231983	-0.215977	-0.201503	-0.215591	-0.199636	-0.195525	-0.289304	-0.280996	-0.265204
cd19	90	-0.224824	-0.186998	-0.233027	-0.232451	-0.231703	-0.250679	-0.226245	-0.247211	-0.219219	-0.228684	-0.220155	-0.229272	-0.203086	-0.203357	-0.191372	-0.216841	-0.201539	-0.180819	-0.205561	-0.184642	-0.218155	-0.209575	-0.193049	-0.215202	-0.213522	-0.195039	-0.281724	-0.27531	-0.260109
cd19	100	-0.235648	-0.169194	-0.233465	-0.2244	-0.228928	-0.257457	-0.225056	-0.229266	-0.228678	-0.220139	-0.218334	-0.225568	-0.19437	-0.208733	-0.217732	-0.214596	-0.187226	-0.17006	-0.17718	-0.174714	-0.219131	-0.218242	-0.206707	-0.215415	-0.220594	-0.196216	-0.284022	-0.264118	-0.26094

cd34_primary_cells	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd34_primary_cells	10	-0.104913	-0.123344	-0.209151	-0.115758	-0.214404	-0.215201	-0.215582	-0.104832	-0.109167	-0.11009	-0.210959	-0.115498	-0.074932	-0.214707	-0.204184	-0.199337	-0.101242	-0.145724	-0.139777	-0.175896	-0.196536	-0.185116	-0.185103	-0.188594	-0.189778	-0.210897	-0.204536	-0.14563	-0.092607
cd34_primary_cells	20	-0.101671	-0.137053	-0.231783	-0.236356	-0.240725	-0.242334	-0.234816	-0.226094	-0.236815	-0.238296	-0.230145	-0.229092	-0.199415	-0.203101	-0.228256	-0.231811	-0.22317	-0.181371	-0.181664	-0.161415	-0.19604	-0.194258	-0.19811	-0.195983	-0.184299	-0.230197	-0.228232	-0.146635	-0.1697
cd34_primary_cells	30	-0.129162	-0.175089	-0.249214	-0.247933	-0.244371	-0.249524	-0.24204	-0.23	-0.246116	-0.241839	-0.237266	-0.225723	-0.153127	-0.246883	-0.215314	-0.239153	-0.23055	-0.195507	-0.185306	-0.167377	-0.20824	-0.205729	-0.215174	-0.17887	-0.201052	-0.209716	-0.224658	-0.162474	-0.190564
cd34_primary_cells	40	-0.124544	-0.191651	-0.247677	-0.251679	-0.250591	-0.246045	-0.240895	-0.24204	-0.232795	-0.221969	-0.235538	-0.242092	-0.137749	-0.215716	-0.207071	-0.221018	-0.225739	-0.185819	-0.191491	-0.190239	-0.208024	-0.211282	-0.20778	-0.184993	-0.193995	-0.201192	-0.233	-0.15719	-0.17143
cd34_primary_cells	50	-0.165608	-0.177211	-0.243207	-0.235826	-0.210136	-0.258017	-0.23015	-0.236171	-0.244341	-0.242517	-0.247045	-0.212714	-0.216829	-0.236457	-0.219256	-0.232065	-0.219472	-0.194992	-0.179586	-0.193104	-0.212628	-0.217267	-0.202807	-0.199549	-0.196522	-0.195557	-0.240382	-0.187683	-0.153366
cd34_primary_cells	60	-0.154663	-0.20242	-0.240519	-0.246313	-0.219221	-0.237953	-0.219073	-0.225415	-0.222148	-0.228691	-0.241154	-0.232576	-0.196548	-0.216698	-0.203303	-0.225232	-0.222987	-0.191667	-0.194304	-0.199548	-0.212781	-0.218669	-0.207929	-0.195594	-0.197795	-0.199006	-0.231341	-0.189455	-0.212056
cd34_primary_cells	70	-0.174592	-0.196411	-0.232813	-0.244411	-0.21666	-0.233528	-0.22026	-0.229509	-0.231619	-0.221182	-0.229883	-0.236853	-0.149869	-0.190991	-0.209934	-0.212294	-0.211788	-0.185669	-0.181803	-0.165921	-0.194585	-0.218906	-0.20904	-0.207741	-0.203462	-0.197112	-0.244353	-0.165493	-0.206545
cd34_primary_cells	80	-0.165851	-0.171748	-0.234386	-0.233894	-0.215146	-0.233973	-0.220123	-0.224834	-0.229115	-0.227334	-0.224088	-0.22341	-0.202805	-0.142599	-0.188179	-0.199554	-0.161378	-0.186869	-0.166609	-0.189458	-0.197064	-0.22906	-0.214331	-0.245113	-0.196256	-0.198789	-0.250405	-0.195995	-0.190976
cd34_primary_cells	90	-0.173378	-0.187886	-0.228142	-0.22225	-0.203974	-0.245274	-0.213878	-0.217972	-0.213036	-0.206071	-0.224258	-0.221417	-0.192438	-0.201108	-0.177825	-0.172283	-0.163557	-0.185594	-0.17864	-0.168837	-0.206655	-0.220804	-0.213332	-0.238043	-0.202256	-0.203629	-0.238198	-0.204974	-0.179007
cd34_primary_cells	100	-0.201478	-0.171909	-0.227318	-0.225881	-0.19796	-0.219952	-0.20534	-0.203034	-0.193247	-0.210863	-0.211013	-0.217327	-0.1692	-0.131444	-0.172082	-0.156086	-0.16226	-0.182863	-0.186803	-0.181779	-0.202139	-0.214518	-0.214293	-0.236671	-0.199527	-0.191942	-0.24876	-0.199109	-0.187117

cd3_primary_cells	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd3_primary_cells	10	-0.102025	-0.151763	-0.235413	-0.237239	-0.233917	-0.233668	-0.209965	-0.211449	-0.219702	-0.189152	-0.204189	-0.19955	-0.204341	-0.192317	-0.16779	-0.202374	-0.201047	-0.189044	-0.196701	-0.197341	-0.201103	-0.166514	-0.196293	-0.184836	-0.198468	-0.19056	-0.219576	-0.214632	-0.192444
cd3_primary_cells	20	-0.143465	-0.175896	-0.262808	-0.265019	-0.263494	-0.261926	-0.227342	-0.221828	-0.246315	-0.219876	-0.218199	-0.232576	-0.228627	-0.196118	-0.211908	-0.224013	-0.191819	-0.203058	-0.208267	-0.216953	-0.225855	-0.212778	-0.20713	-0.205402	-0.224346	-0.201937	-0.260614	-0.272821	-0.235827
cd3_primary_cells	30	-0.175406	-0.165377	-0.243082	-0.259605	-0.249362	-0.253357	-0.232847	-0.242817	-0.267121	-0.222054	-0.226855	-0.218737	-0.207678	-0.236247	-0.217809	-0.226139	-0.221639	-0.188776	-0.207363	-0.1859	-0.233162	-0.22301	-0.220391	-0.173203	-0.224084	-0.191587	-0.266813	-0.277219	-0.2373
cd3_primary_cells	40	-0.154307	-0.152423	-0.244378	-0.246699	-0.243594	-0.2463	-0.226763	-0.210228	-0.246252	-0.214093	-0.227442	-0.215214	-0.226388	-0.210735	-0.203818	-0.226483	-0.187783	-0.187996	-0.19103	-0.190685	-0.227848	-0.217872	-0.216263	-0.159703	-0.202138	-0.206297	-0.275641	-0.28305	-0.248679
cd3_primary_cells	50	-0.19115	-0.185237	-0.246039	-0.247543	-0.238644	-0.236848	-0.209218	-0.231539	-0.243775	-0.208044	-0.203213	-0.210891	-0.20645	-0.21194	-0.215257	-0.223541	-0.223345	-0.179454	-0.195989	-0.188891	-0.229863	-0.221143	-0.229528	-0.174176	-0.236716	-0.20106	-0.279594	-0.281016	-0.239461
cd3_primary_cells	60	-0.190599	-0.17816	-0.240251	-0.249188	-0.224292	-0.235923	-0.219936	-0.232689	-0.231454	-0.209343	-0.21229	-0.208767	-0.192128	-0.212371	-0.193661	-0.198987	-0.199751	-0.171306	-0.196025	-0.192979	-0.228595	-0.215685	-0.227658	-0.189386	-0.208217	-0.202221	-0.277964	-0.276228	-0.268832
cd3_primary_cells	70	-0.232891	-0.180624	-0.23869	-0.23414	-0.231717	-0.236933	-0.2175	-0.215279	-0.221497	-0.195016	-0.222112	-0.209338	-0.212769	-0.209472	-0.193253	-0.20018	-0.203547	-0.170634	-0.183282	-0.177727	-0.229482	-0.212757	-0.23082	-0.18273	-0.207774	-0.20377	-0.271684	-0.271286	-0.255516
cd3_primary_cells	80	-0.241531	-0.168312	-0.242528	-0.241854	-0.248027	-0.237212	-0.204152	-0.21076	-0.222117	-0.206653	-0.215356	-0.203336	-0.197639	-0.19239	-0.203902	-0.195855	-0.187663	-0.188381	-0.174577	-0.181586	-0.239832	-0.211851	-0.219042	-0.197916	-0.207487	-0.19699	-0.257011	-0.265379	-0.269083
cd3_primary_cells	90	-0.202852	-0.198424	-0.243514	-0.234339	-0.222307	-0.235829	-0.212276	-0.217139	-0.211392	-0.212715	-0.196891	-0.221013	-0.184097	-0.194204	-0.178381	-0.18421	-0.178021	-0.165573	-0.180282	-0.184374	-0.231254	-0.211001	-0.230066	-0.195086	-0.198276	-0.199436	-0.255242	-0.243029	-0.260752
cd3_primary_cells	100	-0.222632	-0.168402	-0.237007	-0.235127	-0.211638	-0.238289	-0.227466	-0.208006	-0.215684	-0.196028	-0.19886	-0.18991	-0.176052	-0.182788	-0.195649	-0.163321	-0.182088	-0.174767	-0.183421	-0.18268	-0.218545	-0.205935	-0.218558	-0.194957	-0.198816	-0.181279	-0.267819	-0.243734	-0.229712

cd4_primary_cells	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd4_primary_cells	10	-0.096342	-0.130474	-0.241355	-0.190237	-0.167078	-0.188337	-0.206585	-0.200437	-0.1971	-0.202036	-0.203074	-0.205456	-0.188125	-0.14851	-0.183618	-0.197016	-0.190853	-0.195073	-0.178034	-0.196762	-0.176491	-0.193111	-0.183166	-0.176128	-0.203142	-0.207202	-0.189856	-0.177993	-0.176601
cd4_primary_cells	20	-0.147652	-0.156921	-0.26208	-0.225465	-0.221606	-0.233126	-0.226471	-0.220016	-0.220724	-0.2108	-0.219935	-0.219694	-0.210657	-0.216849	-0.209646	-0.211925	-0.208637	-0.20918	-0.197581	-0.216301	-0.184176	-0.218578	-0.206088	-0.17953	-0.218565	-0.199994	-0.257805	-0.270525	-0.223565
cd4_primary_cells	30	-0.124667	-0.185777	-0.265836	-0.228872	-0.213394	-0.237447	-0.231434	-0.227406	-0.21967	-0.219133	-0.223898	-0.220738	-0.212151	-0.213045	-0.22087	-0.222247	-0.212959	-0.213375	-0.200785	-0.19226	-0.190026	-0.22141	-0.192828	-0.157125	-0.214657	-0.20172	-0.268031	-0.277495	-0.253199
cd4_primary_cells	40	-0.165061	-0.183753	-0.24247	-0.235057	-0.225381	-0.234824	-0.205616	-0.229137	-0.237744	-0.220185	-0.225764	-0.221587	-0.207631	-0.219074	-0.219667	-0.217412	-0.212485	-0.211763	-0.198727	-0.206538	-0.191726	-0.215841	-0.203113	-0.192186	-0.206441	-0.207891	-0.279642	-0.275779	-0.250378
cd4_primary_cells	50	-0.202844	-0.19159	-0.258082	-0.227663	-0.214065	-0.229186	-0.217394	-0.202615	-0.215884	-0.208787	-0.212795	-0.209055	-0.212401	-0.215724	-0.209694	-0.204223	-0.203825	-0.192141	-0.202045	-0.196934	-0.19596	-0.211224	-0.222223	-0.176922	-0.211189	-0.202902	-0.275177	-0.275982	-0.256917
cd4_primary_cells	60	-0.244308	-0.179739	-0.248313	-0.218533	-0.199238	-0.222514	-0.221722	-0.208854	-0.215917	-0.206472	-0.21509	-0.211406	-0.195531	-0.208958	-0.191282	-0.202989	-0.198186	-0.187909	-0.196101	-0.192646	-0.198647	-0.206302	-0.192025	-0.18867	-0.201219	-0.193687	-0.276237	-0.270082	-0.254792
cd4_primary_cells	70	-0.225372	-0.189685	-0.239262	-0.209647	-0.222004	-0.257311	-0.213489	-0.219338	-0.221901	-0.187521	-0.216035	-0.215577	-0.197417	-0.204451	-0.188056	-0.193606	-0.180852	-0.184005	-0.169875	-0.183586	-0.209287	-0.206977	-0.212497	-0.181163	-0.198533	-0.199192	-0.260049	-0.250321	-0.254896
cd4_primary_cells	80	-0.238621	-0.182052	-0.242007	-0.211952	-0.192721	-0.22387	-0.207009	-0.215403	-0.221057	-0.200739	-0.202669	-0.215223	-0.175514	-0.186149	-0.19524	-0.184058	-0.183918	-0.187322	-0.182771	-0.188666	-0.190188	-0.206284	-0.2081	-0.18929	-0.194269	-0.194159	-0.254807	-0.261402	-0.26017
cd4_primary_cells	90	-0.232541	-0.176596	-0.23572	-0.214761	-0.205674	-0.218275	-0.204913	-0.200713	-0.195751	-0.207589	-0.190283	-0.197155	-0.168767	-0.190261	-0.185072	-0.195502	-0.15534	-0.188463	-0.175723	-0.197243	-0.200137	-0.209123	-0.209796	-0.202075	-0.201322	-0.206036	-0.25497	-0.261559	-0.263621
cd4_primary_cells	100	-0.210452	-0.17162	-0.240913	-0.210896	-0.192188	-0.216064	-0.203554	-0.19949	-0.211115	-0.1978	-0.194292	-0.196045	-0.186041	-0.184245	-0.195586	-0.159407	-0.207912	-0.185195	-0.172621	-0.189223	-0.199699	-0.204348	-0.20478	-0.201766	-0.206594	-0.200388	-0.255045	-0.264437	-0.260416

