breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd14_primary_cells	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd14_primary_cells	10	0.258109	0.094354	0.088407	0.096433	0.0942	0.096119	0.095887	0.096379	0.089209	0.091607	0.103295	0.09912	0.09769	0.090452	0.095466	0.096284	-0.002865	-0.004189	-0.003597	-0.020944	-0.024732	-0.016494	-0.021173	-0.023232	-0.022927	0.030326	0.041553	0.041677
cd14_primary_cells	20	0.25156	0.101264	0.10046	0.09976	0.099604	0.102115	0.099319	0.103096	0.098374	0.094587	0.100401	0.098474	0.100904	0.102378	0.099484	0.100736	-0.002643	-0.003282	-0.003171	-0.014346	-0.008194	-0.009896	-0.012108	-0.005543	-0.011921	-0.002277	0.004525	0.013173
cd14_primary_cells	30	0.224324	0.101591	0.103295	0.10272	0.104792	0.104398	0.102521	0.102058	0.101417	0.101438	0.104617	0.104631	0.10307	0.102823	0.103783	0.09957	-0.002194	-0.002935	-0.00225	-0.009801	-0.006885	-0.006534	-0.002843	-0.009256	-0.004516	0.004794	0.00133	0.005192
cd14_primary_cells	40	0.21435	0.101829	0.101953	0.101495	0.103408	0.102063	0.103235	0.101157	0.103085	0.101373	0.102425	0.103343	0.10262	0.105134	0.105272	0.103511	-0.00194	-0.00212	-0.001351	-0.006594	-0.006145	-0.003389	-0.007321	-0.00629	-0.005937	0.000357	0.000465	0.001584
cd14_primary_cells	50	0.200546	0.103806	0.10654	0.10249	0.102498	0.103228	0.102178	0.101127	0.099923	0.101671	0.105084	0.103267	0.102926	0.103287	0.101158	0.102777	-0.003747	-0.002953	-0.002234	-0.005189	-0.006361	-0.002077	-0.007479	-0.005097	-0.006075	-0.001702	-0.000504	0.00145
cd14_primary_cells	60	0.203707	0.103631	0.103635	0.104017	0.103514	0.102825	0.103695	0.104233	0.102876	0.10279	0.107936	0.105728	0.104968	0.103753	0.104051	0.102742	-0.002641	-0.001737	-0.003561	-0.003588	-0.005241	-0.002277	-0.006181	-0.003652	-0.007081	-0.001913	0.000123	0.000533
cd14_primary_cells	70	0.197015	0.105336	0.105621	0.103225	0.104356	0.105208	0.104089	0.105572	0.102714	0.102084	0.104434	0.103562	0.10547	0.10377	0.102476	0.10381	-0.002305	-0.001956	-0.001455	-0.005684	-0.003699	-0.003675	-0.005747	-0.001761	-0.003606	8.1e-05	-0.001023	0.001351
cd14_primary_cells	80	0.190383	0.10498	0.105748	0.103947	0.105088	0.105183	0.104872	0.10563	0.104002	0.103864	0.104108	0.103814	0.103934	0.103419	0.104279	0.103852	-0.003322	-0.001971	-0.001733	-0.003783	-0.00436	-0.001055	-0.006143	-0.003137	-0.004978	-0.000592	-1.5e-05	-0.000615
cd14_primary_cells	90	0.187086	0.103725	0.105416	0.103798	0.105503	0.104621	0.106494	0.103985	0.102634	0.103985	0.105658	0.106274	0.105073	0.103632	0.105182	0.100976	-0.002823	-0.002238	-0.002328	-0.004683	-0.00358	-0.00262	-0.004283	-0.000993	-0.002876	-0.001595	-0.001416	-0.000849
cd14_primary_cells	100	0.18227	0.104668	0.104748	0.102424	0.103596	0.103972	0.103795	0.105045	0.104179	0.104924	0.10582	0.104814	0.104253	0.104554	0.104934	0.104505	-0.00223	-0.001615	-0.002043	-0.003786	-0.003069	-0.001412	-0.003364	-0.000541	-0.003462	-0.001794	-0.002714	-0.0023

cd19	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd19	10	0.131335	0.046041	0.045883	0.043155	0.050113	0.04579	0.047832	0.04663	0.04633	0.047899	0.046469	0.047594	0.047433	0.044084	0.044636	0.046365	-0.001463	-0.002128	0.000552	-0.012671	-0.023183	-0.016904	-0.017666	0.000278	-0.010869	0.015877	0.028485	0.053831
cd19	20	0.116768	0.049252	0.048757	0.049315	0.050447	0.048692	0.049051	0.049674	0.048013	0.050025	0.050036	0.049392	0.048711	0.048787	0.046734	0.047675	-0.001693	-0.002123	-0.001965	-0.003589	0.00502	-0.000175	-0.003786	0.000669	0.001744	0.015279	0.004496	0.027595
cd19	30	0.111603	0.05025	0.050107	0.050205	0.050669	0.049355	0.049406	0.050273	0.049739	0.049691	0.04997	0.050047	0.049888	0.049203	0.047953	0.049337	-0.00127	-0.002492	-0.001603	0.003043	0.003126	0.003177	0.000577	0.000619	0.004403	0.009565	0.009257	0.014663
cd19	40	0.098385	0.049063	0.051153	0.050398	0.050854	0.050717	0.050698	0.050408	0.050426	0.050389	0.050346	0.050113	0.051111	0.050931	0.049938	0.051408	-0.001724	-0.002158	-0.001951	0.001898	0.002545	0.00706	-0.002103	0.001857	0.001887	0.002025	0.004625	0.00617
cd19	50	0.095281	0.049774	0.050988	0.05004	0.050916	0.050851	0.050987	0.050224	0.050812	0.050493	0.050175	0.050391	0.051192	0.050887	0.0515	0.050669	-0.001482	-0.002009	-0.001811	-0.000922	-0.002212	0.004651	-0.000604	-0.001208	0.000492	0.003804	0.001316	0.006521
cd19	60	0.092995	0.0516	0.050143	0.049571	0.050585	0.050412	0.05103	0.051111	0.050148	0.050875	0.050496	0.050622	0.050424	0.051148	0.049777	0.049513	-0.002766	-0.001783	-0.001473	-0.000215	-0.000367	0.003663	0.004165	0.001506	0.003916	0.002181	0.000504	0.004985
cd19	70	0.090604	0.050003	0.05112	0.051183	0.05141	0.050115	0.050609	0.050802	0.050774	0.050765	0.050517	0.05115	0.050603	0.050672	0.051148	0.050225	-0.002665	-0.001688	-0.002198	0.002237	0.002087	-0.001018	-0.001587	0.002568	0.003812	-0.000919	2e-06	0.005935
cd19	80	0.089697	0.051072	0.050784	0.050884	0.051244	0.050967	0.051174	0.051016	0.051554	0.051165	0.05102	0.05141	0.051211	0.051419	0.051007	0.051013	-0.002257	-0.002173	-0.00203	0.001176	0.000454	0.00403	-2.1e-05	-0.000587	0.001483	0.002139	0.001307	0.001722
cd19	90	0.085504	0.050675	0.04984	0.050682	0.052106	0.051286	0.051062	0.050939	0.050951	0.051379	0.050545	0.051097	0.051518	0.05086	0.050819	0.051256	-0.002439	-0.000988	-0.001687	6.5e-05	0.002372	0.002416	0.001357	-0.000112	0.001027	-0.002136	0.002509	0.001389
cd19	100	0.086195	0.050416	0.051333	0.050847	0.051596	0.050666	0.050617	0.051251	0.050899	0.051698	0.051101	0.05091	0.050719	0.050447	0.051163	0.050894	-0.00182	-0.001928	-0.001609	-0.000427	0.00248	-0.000734	0.00175	-0.001117	0.001898	-0.001183	0.001776	-0.000194

cd34_primary_cells	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd34_primary_cells	10	0.128908	0.044804	0.040461	0.040233	0.043137	0.043304	0.039028	0.039874	0.041388	0.040769	0.039887	0.042843	0.03969	0.044732	0.039358	0.040348	-0.0014	-0.001824	-0.001775	-0.020798	-0.004745	0.028844	-0.017865	-0.006568	-0.01467	0.02209	0.03122	0.043289
cd34_primary_cells	20	0.099479	0.04541	0.044311	0.04632	0.045084	0.043926	0.044384	0.041008	0.04327	0.044023	0.043899	0.042169	0.041833	0.045065	0.043939	0.043684	-0.00168	-0.001668	-0.001011	-0.003258	0.014186	-0.001526	-0.007067	0.002587	-0.002086	0.002847	0.005563	0.008356
cd34_primary_cells	30	0.09117	0.043562	0.044674	0.044902	0.046928	0.046791	0.043632	0.041977	0.044265	0.044438	0.044719	0.045877	0.045727	0.045008	0.043325	0.046531	-0.001328	-0.001749	-0.001044	-0.004897	0.004908	0.003654	-0.008734	0.009649	0.001211	0.001264	-0.001599	-0.002261
cd34_primary_cells	40	0.082159	0.044932	0.044762	0.043499	0.046301	0.046022	0.044821	0.04356	0.044053	0.0435	0.045626	0.04441	0.045053	0.045402	0.046132	0.043421	-0.001236	-0.001876	-0.001674	-0.007899	-0.000614	0.001824	-0.00502	0.004999	0.004793	-0.002022	-0.003153	0.00082
cd34_primary_cells	50	0.080789	0.045699	0.044987	0.046394	0.04631	0.044876	0.043771	0.043365	0.043794	0.045251	0.044672	0.045271	0.044603	0.043408	0.045406	0.04618	-0.001409	-0.001258	-0.001639	-0.003734	0.003669	-0.002957	-0.005614	0.004802	-0.000248	0.002176	-0.002801	-0.002807
cd34_primary_cells	60	0.080752	0.044671	0.044318	0.045948	0.046617	0.044812	0.044561	0.046343	0.045129	0.044686	0.044108	0.045435	0.044662	0.045174	0.045295	0.045047	-0.001629	-0.001595	-0.002296	-0.003659	0.002775	-0.001103	-0.007443	0.004583	0.00379	-0.000137	-0.002555	-0.00161
cd34_primary_cells	70	0.082748	0.046179	0.045826	0.045603	0.045362	0.047148	0.045176	0.045272	0.044127	0.04524	0.044881	0.044746	0.045883	0.046782	0.044176	0.046446	-0.001734	-0.001721	-0.002353	-0.004105	0.001793	-0.00076	-0.00552	0.000942	0.00081	-0.002019	-0.003128	-0.000469
cd34_primary_cells	80	0.078275	0.045318	0.044852	0.045274	0.047656	0.045204	0.044542	0.04531	0.044565	0.044651	0.04619	0.045258	0.045552	0.04657	0.045455	0.045661	-0.001553	-0.001875	-0.001813	-0.004588	0.000867	-0.001255	-0.005281	0.002008	0.002939	-0.001119	-0.002453	-0.001443
cd34_primary_cells	90	0.083194	0.04569	0.046526	0.045898	0.046734	0.044825	0.045698	0.044277	0.043849	0.044308	0.044299	0.044856	0.046219	0.046839	0.046417	0.045244	-0.002024	-0.001838	-0.001897	-0.003926	0.001732	-0.001927	-0.003447	0.002104	0.001397	-0.002696	-0.00202	-0.001434
cd34_primary_cells	100	0.080772	0.044737	0.044795	0.045947	0.044549	0.04654	0.045481	0.044341	0.044712	0.045098	0.04447	0.045322	0.04568	0.04584	0.045074	0.043853	-0.001915	-0.001749	-0.001502	-0.002835	-0.00091	-0.003365	-0.002723	0.000148	0.0013	-0.002059	-0.000582	-0.002171

cd3_primary_cells	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd3_primary_cells	10	0.217068	0.077811	0.085091	0.074822	0.079333	0.07599	0.082301	0.079114	0.076153	0.077789	0.077479	0.079157	0.082026	0.076187	0.075687	0.080061	-0.001554	-0.00132	-0.001071	-0.028752	-0.026843	-0.011078	-0.030782	-0.026865	-0.016625	0.002091	0.029195	0.003121
cd3_primary_cells	20	0.1838	0.078515	0.085437	0.082359	0.081566	0.081251	0.083778	0.08159	0.078486	0.081531	0.080329	0.08111	0.081867	0.080837	0.082243	0.0803	-0.001786	-0.003387	-0.002205	-0.022587	-0.020183	-0.009234	-0.021722	-0.01572	-0.01417	-0.001823	-0.003325	0.001682
cd3_primary_cells	30	0.167119	0.080911	0.085003	0.081228	0.083357	0.083326	0.083702	0.084305	0.079772	0.086485	0.083215	0.08208	0.084173	0.083783	0.083547	0.083888	-0.002295	-0.002082	-0.001068	-0.016672	-0.015517	-0.00403	-0.018214	-0.01559	-0.011305	-0.003743	-0.001425	-0.000344
cd3_primary_cells	40	0.157605	0.082716	0.085482	0.085068	0.084312	0.084669	0.084946	0.082951	0.086523	0.083915	0.087726	0.084484	0.083813	0.084078	0.083927	0.0872	-0.001859	-0.001422	-0.001428	-0.012059	-0.01288	-0.002885	-0.0143	-0.011132	-0.008844	-0.008191	-0.003214	-0.000109
cd3_primary_cells	50	0.153088	0.083899	0.084483	0.082881	0.085422	0.084197	0.08569	0.086235	0.084061	0.084778	0.084459	0.084873	0.084922	0.08284	0.084752	0.08469	-0.00177	-0.002004	-0.001339	-0.008297	-0.009266	-0.003332	-0.010877	-0.011265	-0.008626	-0.006369	-0.004182	-0.00141
cd3_primary_cells	60	0.153897	0.084365	0.085544	0.083949	0.083957	0.084035	0.085148	0.084243	0.084417	0.084851	0.085364	0.08701	0.084577	0.083618	0.085298	0.086315	-0.001755	-0.001998	-0.002452	-0.008905	-0.008657	-0.003646	-0.009354	-0.00721	-0.007275	-0.006514	-0.00452	0.000394
cd3_primary_cells	70	0.148905	0.082247	0.086233	0.084813	0.083644	0.083539	0.086095	0.084384	0.08506	0.0849	0.083376	0.085061	0.085635	0.08476	0.08376	0.089322	-0.001885	-0.001891	-0.001556	-0.006802	-0.00776	-0.003688	-0.007549	-0.006037	-0.004486	-0.00459	-0.003599	-0.001356
cd3_primary_cells	80	0.144766	0.083662	0.085142	0.085398	0.084957	0.085164	0.084755	0.08626	0.0835	0.086149	0.086232	0.082887	0.087288	0.084514	0.084706	0.083581	-0.002162	-0.00189	-0.002411	-0.005361	-0.00705	-0.003745	-0.006241	-0.005379	-0.004922	-0.004828	-0.001293	-0.003078
cd3_primary_cells	90	0.148078	0.086468	0.085579	0.085501	0.085763	0.084284	0.085069	0.086134	0.084152	0.086167	0.083345	0.085295	0.082967	0.08486	0.084576	0.082636	-0.002168	-0.001926	-0.001969	-0.006432	-0.00615	-0.003014	-0.005599	-0.003013	-0.006956	-0.004773	-0.002773	-0.003226
cd3_primary_cells	100	0.148454	0.084798	0.087252	0.085053	0.084828	0.085921	0.085794	0.087461	0.083753	0.084799	0.085752	0.085262	0.086408	0.086229	0.085228	0.0901	-0.00165	-0.002593	-0.001572	-0.004985	-0.006188	-0.001103	-0.006285	-0.004335	-0.003561	-0.004814	-0.003304	-0.001521

cd4_primary_cells	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd4_primary_cells	10	0.198298	0.072027	0.071224	0.075241	0.073241	0.072662	0.077229	0.073603	0.073809	0.077533	0.076844	0.074926	0.071704	0.073332	0.075995	0.072933	-0.001448	-0.00072	-0.002008	-0.038418	-0.02086	-0.025175	-0.034574	-0.030772	-0.028999	0.017731	0.020286	-0.013391
cd4_primary_cells	20	0.178892	0.077026	0.077539	0.080502	0.080423	0.080181	0.08429	0.079311	0.07913	0.079914	0.0789	0.077568	0.078346	0.079654	0.080527	0.077779	-0.000825	-0.001261	-0.002248	-0.020732	-0.00992	-0.008317	-0.016295	-0.017002	-0.010924	-0.004989	-0.002808	0.002475
cd4_primary_cells	30	0.164325	0.080891	0.078704	0.081397	0.078342	0.080943	0.079501	0.07984	0.079395	0.078836	0.081325	0.076418	0.079978	0.080325	0.079253	0.078313	-0.002013	-0.001309	-0.001481	-0.016874	-0.006769	-0.004959	-0.011966	-0.009384	-0.010623	-0.00079	-0.00208	0.005226
cd4_primary_cells	40	0.151428	0.080276	0.081847	0.081726	0.081639	0.080723	0.083474	0.081103	0.081454	0.081034	0.081653	0.081303	0.08107	0.081362	0.082012	0.080604	-0.001733	-0.001772	-0.001291	-0.009138	-0.002589	-0.005832	-0.009163	-0.007616	-0.005226	-0.003302	-0.001945	-0.002361
cd4_primary_cells	50	0.149467	0.078725	0.082957	0.082287	0.081394	0.081492	0.084331	0.080247	0.082087	0.082101	0.08131	0.081396	0.080005	0.081158	0.081352	0.081591	-0.00153	-0.000949	-0.001757	-0.008951	0.001497	-0.003271	-0.009107	-0.006989	-0.004507	-0.003729	-0.001411	-0.003232
cd4_primary_cells	60	0.139	0.082277	0.081894	0.082615	0.080369	0.082855	0.082138	0.080796	0.083092	0.081366	0.082679	0.081449	0.081296	0.080946	0.081001	0.081842	-0.00186	-0.002192	-0.001927	-0.00873	0.001446	-0.000347	-0.008794	-0.004939	-0.00371	-0.004936	-0.002857	-0.003263
cd4_primary_cells	70	0.140711	0.082267	0.081538	0.081181	0.081522	0.080698	0.082104	0.079985	0.082228	0.082444	0.082297	0.080797	0.080129	0.082367	0.081385	0.081206	-0.002333	-0.001694	-0.001829	-0.006263	0.000537	-0.002608	-0.006555	-0.006279	-0.002285	-0.00469	-0.002788	-0.001635
cd4_primary_cells	80	0.134645	0.082325	0.081545	0.082681	0.080756	0.083015	0.082122	0.0837	0.082247	0.080999	0.082834	0.080765	0.0827	0.083829	0.08073	0.080782	-0.001702	-0.001704	-0.001795	-0.004392	-0.00014	-0.001436	-0.002512	-0.003175	-0.002028	-0.004435	-0.001026	-0.00241
cd4_primary_cells	90	0.136724	0.081247	0.081695	0.081303	0.083279	0.082715	0.08418	0.081684	0.08153	0.081844	0.082901	0.080636	0.082433	0.082166	0.082047	0.082386	-0.001666	-0.001773	-0.002066	-0.005413	0.000754	-0.002067	-0.005797	-0.002283	-0.002179	-0.003934	-0.00281	-0.001837
cd4_primary_cells	100	0.138169	0.082349	0.081624	0.08394	0.080403	0.08166	0.081954	0.08237	0.080998	0.08268	0.082528	0.082213	0.081713	0.084133	0.081394	0.081418	-0.00187	-0.001738	-0.001698	-0.00538	-0.00163	-0.000506	-0.003152	-0.004147	-0.001885	-0.002867	-0.002454	-0.003446

cd56_primary_cells	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd56_primary_cells	10	0.313299	0.122861	0.120021	0.116819	0.126152	0.129743	0.118811	0.120485	0.125119	0.120182	0.119468	0.121313	0.117378	0.11468	0.123116	0.116909	-0.001001	-0.003582	-0.002219	-0.022093	-0.006263	-0.00298	-0.013558	0.008481	0.012163	0.012291	0.014018	0.026943
cd56_primary_cells	20	0.28183	0.126084	0.124424	0.124206	0.130284	0.128463	0.122678	0.129682	0.126703	0.125716	0.123309	0.124428	0.120988	0.123531	0.125636	0.126814	-0.001212	-0.00157	-0.001483	-0.000503	-0.002791	0.000262	-0.005076	-0.005447	0.000256	0.002927	-0.008095	0.006183
cd56_primary_cells	30	0.266556	0.130507	0.128836	0.127437	0.128621	0.125863	0.130702	0.127124	0.130735	0.132535	0.127666	0.129506	0.133472	0.129688	0.129137	0.131229	-0.001992	-0.001993	-0.001142	0.000375	0.002604	0.0048	-0.004348	0.002114	0.003312	0.00087	-0.00041	0.001573
cd56_primary_cells	40	0.258435	0.134507	0.130731	0.127405	0.134165	0.127197	0.127299	0.125638	0.129905	0.127751	0.123635	0.131035	0.126634	0.127837	0.128079	0.12882	-0.001546	-0.001229	-0.001719	-0.001327	0.001396	0.007467	-0.00348	0.003348	0.001485	0.003122	0.001487	-0.000758
cd56_primary_cells	50	0.233911	0.131224	0.129371	0.128837	0.131382	0.129667	0.128693	0.130131	0.129628	0.129815	0.13102	0.128215	0.130349	0.132947	0.130225	0.130948	-0.001256	-0.002008	-0.001971	0.003215	0.003878	0.006301	-0.005875	7e-06	0.003711	0.00179	0.000292	0.00044
cd56_primary_cells	60	0.238861	0.132122	0.129184	0.130247	0.131366	0.130526	0.13105	0.130112	0.130003	0.131072	0.129785	0.131585	0.131831	0.129244	0.130207	0.130646	-0.001758	-0.001578	-0.001468	0.001532	0.004931	0.002323	-0.001644	0.002699	0.002357	-0.000953	0.000185	-0.000151
cd56_primary_cells	70	0.23075	0.12892	0.132393	0.130256	0.132141	0.130754	0.128445	0.130656	0.132061	0.133667	0.128712	0.134066	0.129303	0.131535	0.130258	0.128022	-0.002059	-0.001297	-0.001658	-0.000766	0.002874	0.003263	-0.001287	0.002258	0.004594	0.000799	-0.000213	-0.000723
cd56_primary_cells	80	0.221263	0.132031	0.131522	0.131758	0.132682	0.132579	0.130439	0.130008	0.132062	0.13061	0.129798	0.129916	0.129613	0.131074	0.130262	0.130956	-0.002081	-0.001747	-0.001709	0.001311	0.005472	0.004235	-0.003497	0.00261	-6.2e-05	-0.001679	-0.001608	-0.001745
cd56_primary_cells	90	0.221042	0.131086	0.130949	0.130802	0.134882	0.131347	0.130772	0.131289	0.131632	0.129975	0.130323	0.132437	0.12865	0.131458	0.132368	0.129649	-0.001768	-0.001733	-0.001129	-0.001324	0.005614	0.005349	-0.002639	0.000375	0.000363	-0.00145	-0.002591	-0.000391
