breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd19	20	-0.448926	-0.368441	-0.392335	-0.382176	-0.387408	-0.385236	-0.375152	-0.411614	-0.42888	-0.375208	-0.425285	-0.406922	-0.430231	-0.378787	-0.439127	-0.411144	-0.139398	-0.144312	-0.176176	0.009375	-0.004914	0.019631	0.001517	0.03285	0.00758	-0.094096	-0.031701	-0.058214
cd19	30	-0.464574	-0.383456	-0.400109	-0.410884	-0.396189	-0.420335	-0.42631	-0.445903	-0.412301	-0.412053	-0.431953	-0.410679	-0.421352	-0.415599	-0.425999	-0.413168	-0.195185	-0.190468	-0.192796	-0.034241	-0.03362	0.002038	-0.010839	-0.003102	-0.007428	-0.081225	-0.033749	-0.136332
cd19	40	-0.447542	-0.402115	-0.417004	-0.40923	-0.416121	-0.407639	-0.409266	-0.43624	-0.426446	-0.409198	-0.427206	-0.41513	-0.431633	-0.438783	-0.417098	-0.415892	-0.213162	-0.205669	-0.208533	-0.038052	-0.023221	-0.025009	-0.031761	-0.022595	-0.024674	-0.135429	-0.064697	-0.130543
cd19	50	-0.43459	-0.41144	-0.414731	-0.416594	-0.423345	-0.372861	-0.428798	-0.43504	-0.424128	-0.424938	-0.416387	-0.413377	-0.427819	-0.427727	-0.419026	-0.393729	-0.227058	-0.254384	-0.225158	-0.038394	-0.034663	-0.022193	-0.046429	-0.017794	-0.050279	-0.109631	-0.100435	-0.15817
cd19	60	-0.48414	-0.39397	-0.387363	-0.399656	-0.408527	-0.395822	-0.40901	-0.43384	-0.39704	-0.418349	-0.397307	-0.391778	-0.41283	-0.416928	-0.406141	-0.369806	-0.228764	-0.237796	-0.256761	-0.054881	-0.052217	-0.042292	-0.046314	-0.038769	-0.044119	-0.135986	-0.137234	-0.185182
cd19	70	-0.470929	-0.381237	-0.379236	-0.374989	-0.402374	-0.359316	-0.393015	-0.403417	-0.364644	-0.399053	-0.407554	-0.389328	-0.381616	-0.39694	-0.399035	-0.365134	-0.255635	-0.258934	-0.24065	-0.061018	-0.048794	-0.034915	-0.061362	-0.035089	-0.052154	-0.143246	-0.13213	-0.186696
cd19	80	-0.428278	-0.346832	-0.364294	-0.364388	-0.383026	-0.374675	-0.350169	-0.364226	-0.36317	-0.393162	-0.340516	-0.341319	-0.350234	-0.375903	-0.365546	-0.33469	-0.287908	-0.277498	-0.27065	-0.066552	-0.056818	-0.051082	-0.053636	-0.032497	-0.057629	-0.163911	-0.135206	-0.201042
cd19	90	-0.450364	-0.350229	-0.363017	-0.366735	-0.376003	-0.337357	-0.354591	-0.376248	-0.352087	-0.348928	-0.375363	-0.328459	-0.363611	-0.353364	-0.390207	-0.319873	-0.279194	-0.326751	-0.267508	-0.063429	-0.05909	-0.038863	-0.066819	-0.032095	-0.058847	-0.189604	-0.178876	-0.224692
cd19	100	-0.45931	-0.319819	-0.344131	-0.344229	-0.361775	-0.325774	-0.345496	-0.339813	-0.314505	-0.352138	-0.338862	-0.331248	-0.335048	-0.348639	-0.348552	-0.292802	-0.27321	-0.289024	-0.280138	-0.081236	-0.052287	-0.063214	-0.068965	-0.045973	-0.064417	-0.175726	-0.165471	-0.235057

cd34_primary_cells	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd34_primary_cells	10	-0.308517	-0.358156	-0.352204	-0.352597	-0.325493	-0.327001	-0.35064	-0.33741	-0.32062	-0.325354	-0.319723	-0.353658	-0.358135	-0.339457	-0.368088	-0.33631	-0.012823	-0.012823	-0.012823	0.037668	0.042835	0.030425	0.038943	0.062094	0.053944	-0.013153	-0.066881	-0.05973
cd34_primary_cells	20	-0.499285	-0.397781	-0.388656	-0.378308	-0.363069	-0.395736	-0.365874	-0.351536	-0.386185	-0.361986	-0.352671	-0.389932	-0.364703	-0.382666	-0.393119	-0.362325	-0.064758	-0.064801	-0.106398	-0.016511	0.011162	0.024769	-0.000279	0.009655	0.049639	-0.072885	-0.039816	-0.127704
cd34_primary_cells	30	-0.462434	-0.422137	-0.369118	-0.374929	-0.374966	-0.352027	-0.385642	-0.396478	-0.39717	-0.367754	-0.339173	-0.383475	-0.376244	-0.377319	-0.393936	-0.35337	-0.146315	-0.144603	-0.14843	-0.042484	0.003844	0.009173	-0.012165	-0.032382	0.012384	-0.113481	-0.099307	-0.170817
cd34_primary_cells	40	-0.495156	-0.380532	-0.391239	-0.383401	-0.35211	-0.347289	-0.375202	-0.377002	-0.383766	-0.38281	-0.346584	-0.373675	-0.371462	-0.383906	-0.382843	-0.364033	-0.146384	-0.145414	-0.145376	-0.058436	-0.015982	-0.01516	-0.012161	-0.037124	0.004894	-0.116442	-0.119657	-0.161328
cd34_primary_cells	50	-0.447912	-0.359161	-0.388637	-0.326992	-0.3575	-0.348658	-0.363221	-0.361152	-0.367038	-0.36574	-0.337488	-0.324066	-0.306745	-0.360149	-0.388039	-0.29415	-0.160155	-0.16172	-0.164315	-0.060476	-0.024625	-0.034173	-0.039152	-0.032593	0.005465	-0.16115	-0.197866	-0.213967
cd34_primary_cells	60	-0.46784	-0.351571	-0.347988	-0.332601	-0.354792	-0.30728	-0.297796	-0.360922	-0.381084	-0.35962	-0.329592	-0.360386	-0.309949	-0.344831	-0.380198	-0.288254	-0.18808	-0.180201	-0.160605	-0.07687	-0.03027	-0.030626	-0.0356	-0.036103	-0.005528	-0.154847	-0.213793	-0.215445
cd34_primary_cells	70	-0.470737	-0.310392	-0.337754	-0.344864	-0.320871	-0.288391	-0.317845	-0.332221	-0.256742	-0.345397	-0.238511	-0.324483	-0.323364	-0.354666	-0.363275	-0.286833	-0.184901	-0.193839	-0.212933	-0.089111	-0.039037	-0.032332	-0.04422	-0.040563	-0.021397	-0.174298	-0.211551	-0.231618
cd34_primary_cells	80	-0.464814	-0.321042	-0.27362	-0.316362	-0.336861	-0.295987	-0.30703	-0.310572	-0.295649	-0.339499	-0.262237	-0.300562	-0.269516	-0.300246	-0.335466	-0.290712	-0.203427	-0.17355	-0.19434	-0.098269	-0.036446	-0.047962	-0.048138	-0.050375	-0.021148	-0.169814	-0.242575	-0.252067
cd34_primary_cells	90	-0.451326	-0.311138	-0.336626	-0.317027	-0.309107	-0.261304	-0.247259	-0.304782	-0.287657	-0.335054	-0.239515	-0.304518	-0.262927	-0.28236	-0.340856	-0.25786	-0.182776	-0.232365	-0.192606	-0.112195	-0.029785	-0.043444	-0.055744	-0.060379	-0.030105	-0.19728	-0.225111	-0.240029
cd34_primary_cells	100	-0.458358	-0.284834	-0.300337	-0.309282	-0.29827	-0.271646	-0.252669	-0.276974	-0.29703	-0.292421	-0.249555	-0.28016	-0.252559	-0.260284	-0.323908	-0.249321	-0.247438	-0.215274	-0.230551	-0.122708	-0.056675	-0.046904	-0.05868	-0.061959	-0.038867	-0.211012	-0.254501	-0.241943

cd3_primary_cells	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd3_primary_cells	10	-0.304907	-0.365022	-0.365122	-0.333787	-0.334799	-0.330514	-0.34252	-0.349973	-0.361611	-0.358	-0.329742	-0.393291	-0.355443	-0.361907	-0.336281	-0.36152	-0.039726	-0.052244	-0.064245	-0.020151	0.054465	0.054733	0.03834	0.027731	0.032708	0.03194	0.014651	0.055805
cd3_primary_cells	20	-0.391207	-0.422028	-0.434355	-0.420744	-0.404492	-0.403367	-0.435793	-0.441477	-0.426456	-0.406269	-0.399717	-0.440728	-0.434041	-0.425304	-0.429744	-0.429882	-0.10725	-0.160909	-0.114334	-0.009536	-0.002271	-0.018368	-0.000257	0.024558	-0.000898	-0.005301	-0.076568	-0.05297
cd3_primary_cells	30	-0.433029	-0.445875	-0.458673	-0.419885	-0.457026	-0.427449	-0.449361	-0.448745	-0.444315	-0.439686	-0.424471	-0.462517	-0.430066	-0.460259	-0.436863	-0.456341	-0.139987	-0.175127	-0.177103	-0.028922	-0.006093	-0.021009	-0.019076	-0.042619	-0.023769	-0.089801	-0.071068	-0.096968
cd3_primary_cells	40	-0.4825	-0.440832	-0.433371	-0.445757	-0.452653	-0.409526	-0.435217	-0.440634	-0.427935	-0.440212	-0.426	-0.457827	-0.418212	-0.448734	-0.43004	-0.432856	-0.192231	-0.199229	-0.152618	-0.025555	-0.000454	-0.041234	-0.02447	-0.050331	-0.046902	-0.112293	-0.084202	-0.098435
cd3_primary_cells	50	-0.495648	-0.428045	-0.441149	-0.431931	-0.435816	-0.407073	-0.414703	-0.400153	-0.416425	-0.418262	-0.405595	-0.431355	-0.413999	-0.431138	-0.416105	-0.399195	-0.208367	-0.250555	-0.181757	-0.032109	-0.028834	-0.053948	-0.044362	-0.061176	-0.042621	-0.126054	-0.10597	-0.164285
cd3_primary_cells	60	-0.432839	-0.3788	-0.382998	-0.408831	-0.421694	-0.399157	-0.392369	-0.369901	-0.405228	-0.42127	-0.372951	-0.409059	-0.391889	-0.379991	-0.41524	-0.402516	-0.208509	-0.231593	-0.23402	-0.065573	-0.022677	-0.06221	-0.041466	-0.06604	-0.048111	-0.147864	-0.10101	-0.15348
cd3_primary_cells	70	-0.412628	-0.381573	-0.383589	-0.373529	-0.390377	-0.377419	-0.372077	-0.380642	-0.355624	-0.38804	-0.351675	-0.377899	-0.360332	-0.367458	-0.407199	-0.367716	-0.212311	-0.250327	-0.244043	-0.049363	-0.034632	-0.059042	-0.054315	-0.063722	-0.05572	-0.140481	-0.143772	-0.179459
cd3_primary_cells	80	-0.437782	-0.375372	-0.35165	-0.365055	-0.344551	-0.339305	-0.377879	-0.33962	-0.333453	-0.389039	-0.290541	-0.370422	-0.313798	-0.364546	-0.37791	-0.350127	-0.255638	-0.239454	-0.241914	-0.075368	-0.031382	-0.080256	-0.058528	-0.070576	-0.063771	-0.172155	-0.156879	-0.184567
cd3_primary_cells	90	-0.406019	-0.326173	-0.346768	-0.339486	-0.344617	-0.342226	-0.345323	-0.304381	-0.343748	-0.318977	-0.320672	-0.329952	-0.336788	-0.346513	-0.343769	-0.315237	-0.264567	-0.259669	-0.26334	-0.060973	-0.04847	-0.067814	-0.062277	-0.070709	-0.051588	-0.168756	-0.164185	-0.181609
cd3_primary_cells	100	-0.388676	-0.318494	-0.300369	-0.338979	-0.348069	-0.323756	-0.314322	-0.321419	-0.31609	-0.315343	-0.259639	-0.294546	-0.302472	-0.312295	-0.347954	-0.281065	-0.274877	-0.271374	-0.269792	-0.062184	-0.063993	-0.08496	-0.079352	-0.086651	-0.049281	-0.180942	-0.17597	-0.174502

cd4_primary_cells	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd4_primary_cells	10	-0.250738	-0.333233	-0.328351	-0.323691	-0.365106	-0.328238	-0.335976	-0.354177	-0.357867	-0.300665	-0.36175	-0.348682	-0.33865	-0.346741	-0.366949	-0.34272	-0.037506	-0.055231	-0.033495	0.045809	0.04559	0.087626	0.071711	0.053259	0.047029	-0.048286	-0.020353	-0.010771
cd4_primary_cells	20	-0.430176	-0.379836	-0.367793	-0.375028	-0.394372	-0.381173	-0.371888	-0.364669	-0.371656	-0.379618	-0.38175	-0.386103	-0.394837	-0.398848	-0.371047	-0.379917	-0.095227	-0.122378	-0.088662	-0.015566	-0.029706	0.020968	0.008769	-0.006223	-0.001208	-0.093969	-0.069223	-0.102428
cd4_primary_cells	30	-0.45686	-0.390011	-0.389225	-0.381024	-0.389375	-0.404255	-0.412785	-0.396035	-0.385655	-0.378871	-0.40006	-0.391754	-0.412816	-0.416133	-0.406535	-0.396361	-0.145945	-0.119416	-0.108613	-0.039202	-0.029446	-0.010411	-0.024196	-0.023645	-0.029283	-0.118037	-0.099936	-0.091302
cd4_primary_cells	40	-0.445763	-0.388196	-0.400855	-0.368989	-0.375988	-0.407632	-0.40475	-0.332384	-0.374596	-0.40482	-0.383369	-0.407397	-0.402506	-0.407693	-0.385187	-0.403523	-0.177645	-0.205409	-0.206973	-0.046657	-0.046431	-0.014057	-0.035986	-0.039895	-0.03295	-0.140079	-0.141999	-0.141283
cd4_primary_cells	50	-0.438055	-0.390677	-0.372007	-0.387319	-0.396685	-0.384072	-0.383828	-0.385835	-0.379523	-0.394691	-0.390925	-0.3887	-0.398877	-0.380386	-0.399125	-0.400339	-0.219898	-0.188037	-0.22364	-0.05365	-0.054759	-0.02982	-0.054444	-0.048095	-0.047475	-0.124077	-0.16701	-0.141106
cd4_primary_cells	60	-0.465797	-0.35753	-0.348578	-0.383005	-0.3866	-0.362785	-0.351974	-0.37331	-0.363458	-0.39674	-0.335748	-0.377631	-0.362888	-0.354768	-0.365737	-0.378742	-0.227902	-0.259009	-0.203261	-0.057495	-0.06229	-0.032085	-0.058033	-0.054189	-0.05435	-0.145634	-0.178474	-0.187272
cd4_primary_cells	70	-0.415582	-0.381867	-0.340724	-0.360632	-0.36626	-0.356343	-0.356863	-0.334517	-0.367894	-0.36331	-0.329247	-0.357109	-0.400981	-0.359526	-0.387603	-0.360624	-0.235368	-0.225561	-0.241225	-0.062482	-0.068808	-0.029169	-0.065605	-0.058147	-0.057923	-0.16888	-0.210485	-0.180722
cd4_primary_cells	80	-0.412655	-0.347995	-0.303227	-0.356672	-0.339879	-0.337051	-0.287698	-0.318493	-0.321624	-0.362425	-0.31175	-0.319031	-0.334028	-0.340169	-0.358408	-0.333682	-0.267025	-0.26477	-0.264962	-0.064829	-0.061621	-0.028397	-0.072804	-0.064173	-0.061452	-0.193559	-0.204799	-0.217062
cd4_primary_cells	90	-0.446433	-0.336469	-0.326263	-0.339239	-0.329563	-0.318285	-0.315803	-0.297023	-0.314277	-0.34123	-0.312125	-0.334123	-0.33324	-0.305539	-0.340973	-0.291555	-0.263348	-0.269158	-0.26033	-0.076319	-0.070668	-0.03957	-0.078452	-0.072336	-0.062672	-0.177079	-0.206422	-0.198396
cd4_primary_cells	100	-0.437724	-0.28835	-0.289123	-0.315044	-0.313255	-0.317675	-0.282418	-0.283929	-0.297997	-0.325963	-0.285615	-0.340674	-0.302668	-0.317208	-0.330571	-0.297248	-0.279676	-0.282802	-0.281478	-0.079639	-0.083009	-0.040812	-0.086904	-0.074895	-0.060147	-0.201331	-0.212397	-0.218996

cd56_primary_cells	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd56_primary_cells	10	-0.291366	-0.36334	-0.342902	-0.390679	-0.377456	-0.347124	-0.354559	-0.323632	-0.368028	-0.322791	-0.358712	-0.378844	-0.349259	-0.371093	-0.342331	-0.382268	-0.062124	-0.052585	-0.062256	0.060171	0.063043	0.022024	0.032637	0.023227	0.032564	0.072451	0.081682	0.108177
cd56_primary_cells	20	-0.385483	-0.385772	-0.401047	-0.388544	-0.419973	-0.398993	-0.372706	-0.38508	-0.424583	-0.395243	-0.40085	-0.403377	-0.406916	-0.403279	-0.361587	-0.412442	-0.07997	-0.096624	-0.075188	-0.004902	0.00888	-0.024451	-0.020253	-0.006179	-0.026924	-0.020548	-0.019058	-0.056136
